Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Years_on_Market
Wing Island,Wii,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,4.7,4.9,E,10.0
Silent Hunter: Wolves of the Pacific,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,7.9,6.9,T,9.0
Wrath Unleashed,XB,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,6.9,7.0,T,12.0
March of the Penguins,DS,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,3.4,1.7,E,10.0
Double Dragon Advance,GBA,Action,Atlus,0.03,0.01,0.0,0.0,0.05,7.5,8.4,T,13.0
The Bible Game,XB,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,6.0,2.7,E,11.0
Bubble Bobble Revolution,DS,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,3.8,6.2,E,11.0
Yager,XB,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,7.0,9.3,T,13.0
Root Letter,PSV,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,7.8,7.8,M,0.0
Futurama,XB,Platform,SCi,0.03,0.01,0.0,0.0,0.05,5.8,6.9,T,13.0
Supreme Commander,PC,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,8.6,8.3,E10+,9.0
Pool Hall Pro,Wii,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,6.2,5.3,E,7.0
Wolfenstein,PC,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,7.4,7.3,M,7.0
Microsoft Train Simulator,PC,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,8.4,8.4,E,15.0
Resident Evil 6,XOne,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,6.3,6.3,M,0.0
Assassin's Creed: Altair's Chronicles,DS,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,5.8,6.3,T,8.0
Bad Boys: Miami Takedown,GC,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,3.5,2.0,M,12.0
Fantastic Four: Rise of the Silver Surfer,Wii,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,3.9,5.9,T,9.0
Pony Friends,DS,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,6.7,6.6,E,9.0
Art of Fighting Anthology,PS2,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,6.0,7.0,T,10.0
Sébastien Loeb Rally Evo,PS4,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,7.1,8.1,E,0.0
Lux-Pain,DS,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,4.8,6.2,T,8.0
Guilty Gear XX Accent Core,PS2,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,7.7,8.3,T,9.0
Mafia,PC,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,8.8,9.1,M,14.0
Disney's Donald Duck: Goin' Quackers,GC,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,6.1,3.0,E,14.0
Operation Flashpoint: Elite,XB,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,6.4,8.3,T,11.0
Fantastic Four: Rise of the Silver Surfer,DS,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,3.5,4.8,E10+,9.0
Virtua Tennis 3,X360,Sports,Sega,0.03,0.01,0.0,0.0,0.04,8.0,6.8,E,9.0
Front Mission,DS,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,7.2,8.9,E10+,9.0
Tropico 3,PC,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,7.9,8.1,T,7.0
Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,7.8,8.5,T,12.0
Life is Strange,PC,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,8.3,8.6,M,0.0
Battlezone,PS4,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,6.6,7.0,T,0.0
Pro Evolution Soccer 2016,PC,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,7.6,4.3,E,1.0
The Dark Spire,DS,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,6.9,7.7,E10+,8.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,0.03,0.01,0.0,0.0,0.04,5.5,6.0,T,0.0
Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,7.9,8.2,T,7.0
FlatOut 2,XB,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,7.3,7.3,T,10.0
Rogue Trooper,PS2,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,7.1,8.2,T,10.0
Backyard Baseball '09,Wii,Sports,Atari,0.04,0.0,0.0,0.0,0.04,3.7,7.8,E,8.0
Tom Clancy's HAWX,PC,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,7.0,7.3,T,7.0
Enemy Front,X360,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,3.5,5.8,M,2.0
Shantae and the Pirate's Curse,3DS,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,8.2,8.5,E10+,1.0
Dai Senryaku VII: Modern Military Tactics,XB,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,7.4,8.8,E,13.0
Castle of Shikigami III,Wii,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,6.7,7.6,T,9.0
Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,8.0,8.1,T,2.0
FIFA Street 2,DS,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,4.3,7.5,E,10.0
City Life: World Edition,PC,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,7.5,8.2,E,9.0
Corpse Party: Book of Shadows,PSP,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,6.7,8.2,M,5.0
WarTech: Senko no Ronde,X360,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,6.0,6.1,T,10.0
IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,8.6,8.8,T,10.0
Red Ninja: End of Honor,PS2,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,4.7,5.0,M,11.0
Praetorians,PC,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,7.8,8.2,T,13.0
Smash Court Tennis 3,PSP,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,6.8,6.3,E,9.0
LEGO Friends,3DS,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,4.3,8.3,E,3.0
SPRay,Wii,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,4.2,4.5,E10+,8.0
Outlaw Tennis,XB,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,6.6,7.7,M,11.0
Brothers: A Tale of Two Sons,XOne,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,8.1,8.9,T,1.0
Attack of the Movies 3D,X360,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,3.8,1.7,T,6.0
Secret Files: Tunguska,PC,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,6.6,7.4,T,10.0
NASCAR 07,XB,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,7.2,7.0,E,10.0
Dance Dance Revolution Disney Mix,PS,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,7.4,8.3,E,16.0
Nitroplus Blasterz: Heroines Infinite Duel,PS4,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,7.0,6.9,T,1.0
Thrillville: Off the Rails,DS,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,5.9,6.2,E,9.0
Bloody Roar Extreme,XB,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,6.1,8.6,T,13.0
Split/Second,PC,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,7.9,8.2,E10+,6.0
Resident Evil 6,PC,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,6.9,5.9,M,4.0
Dead Head Fred,PSP,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,7.5,7.3,M,9.0
Ride to Hell,PS3,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,1.3,1.0,M,3.0
Need for Speed: ProStreet,PC,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,7.0,5.9,E10+,9.0
Digimon Rumble Arena 2,GC,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,7.1,8.1,T,12.0
Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,4.6,5.8,E,1.0
Rodea the Sky Soldier,3DS,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,4.5,5.6,E10+,1.0
Hellboy: The Science of Evil,PSP,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,4.2,7.1,T,8.0
The Sims Deluxe,PC,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,9.2,8.2,T,14.0
LEGO Indiana Jones: The Original Adventures,PC,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,7.8,7.7,E10+,8.0
The Sims 2: Pets,PC,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,7.6,7.7,T,10.0
Deadliest Warrior: Ancient Combat,X360,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,3.7,6.3,M,4.0
The Kore Gang,Wii,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,7.0,8.6,E10+,6.0
Rugby Challenge 3,PS4,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,6.4,6.8,E,0.0
Blood Bowl,PC,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,7.2,6.5,T,7.0
Port Royale 2,PC,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,7.5,7.7,T,12.0
Star Trek: Shattered Universe,XB,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,4.1,4.0,E,12.0
Company of Heroes: Tales of Valor,PC,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,7.0,7.2,M,7.0
Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,7.5,8.4,T,9.0
WarJetz,PS2,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,5.9,5.5,T,15.0
Devil May Cry 4,PC,Action,Capcom,0.01,0.02,0.0,0.01,0.04,7.8,8.5,M,8.0
Barnyard,Wii,Action,THQ,0.04,0.0,0.0,0.0,0.04,6.5,5.7,E10+,10.0
Test Drive: Ferrari Legends,PS3,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,6.2,4.9,E,4.0
Heroes of Might and Magic V,PC,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,7.7,7.9,T,10.0
Metal Gear Solid: Digital Graphic Novel,PSP,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,7.8,7.2,M,10.0
Aeon Flux,PS2,Action,THQ,0.02,0.02,0.0,0.01,0.04,6.6,5.8,T,11.0
Age of Mythology: The Titans,PC,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,8.4,8.7,T,13.0
Psycho-Pass: Mandatory Happiness,PS4,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,7.2,8.3,T,0.0
Virtua Tennis 4,PC,Sports,Sega,0.0,0.03,0.0,0.01,0.04,6.6,7.3,E,5.0
Shattered Union,XB,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,6.6,6.9,T,11.0
Unchained Blades ,3DS,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,6.5,7.8,T,5.0
Terraria,XOne,Action,505 Games,0.0,0.04,0.0,0.0,0.04,8.4,7.7,T,2.0
Company of Heroes: Opposing Fronts,PC,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,8.7,8.6,M,9.0
Superman: Countdown to Apokolips,GBA,Platform,Atari,0.03,0.01,0.0,0.0,0.04,4.7,5.7,E,13.0
Worms 4: Mayhem,XB,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,6.9,9.2,T,11.0
Rise of Nations,PC,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,8.9,9.0,T,13.0
Men of War: Vietnam,PC,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,6.8,4.9,T,5.0
Imperial Glory,PC,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,6.9,8.4,T,11.0
Antz Extreme Racing,PS2,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,3.1,5.0,E,14.0
Samurai Warriors 2: Empires,X360,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,5.3,8.5,T,9.0
Metal Slug XX,PSP,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,6.7,6.1,T,7.0
Patrician IV,PC,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,6.6,6.4,E,6.0
Fisherman's Challenge,PS2,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,6.7,7.5,E,13.0
Resident Evil: Revelations,PC,Action,Capcom,0.0,0.04,0.0,0.0,0.04,7.7,7.0,M,3.0
The Da Vinci Code,XB,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,5.2,2.8,T,10.0
Pure Pinball,XB,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,6.8,8.5,E,12.0
Headhunter: Redemption,PS2,Action,Sega,0.02,0.01,0.0,0.0,0.04,6.2,6.7,M,12.0
Dead Rising,PS4,Action,Capcom,0.02,0.0,0.01,0.01,0.04,7.8,6.6,M,0.0
Grand Theft Auto: Vice City,PC,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,9.4,8.8,M,13.0
Surf's Up,PS3,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,5.9,5.1,E10+,9.0
SWAT: Target Liberty,PSP,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,5.0,7.7,T,9.0
Twin Strike: Operation Thunder,Wii,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,5.0,8.3,E10+,8.0
CSI: Fatal Conspiracy,PC,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,4.7,5.5,M,6.0
Bomberman: Act Zero,X360,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,3.4,2.2,T,10.0
Empire Earth III,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,5.0,2.8,T,9.0
Resident Evil: Operation Raccoon City,PC,Action,Capcom,0.0,0.03,0.0,0.01,0.04,4.8,3.8,M,4.0
Dreamfall: The Longest Journey,XB,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,7.3,8.8,M,10.0
JASF: Jane's Advanced Strike Fighters,PC,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,4.8,3.1,T,5.0
Brothers In Arms DS,DS,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,7.2,8.0,T,9.0
Colin McRae Rally 3,XB,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,8.6,7.4,E,14.0
TMNT,DS,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,4.2,2.2,E10+,9.0
Stolen,PS2,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,5.1,7.4,T,11.0
Stoked: Big Air Edition,X360,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,7.2,7.7,T,7.0
LEGO Jurassic World,PC,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,7.2,7.1,E10+,1.0
Pro Race Driver,XB,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,8.0,7.5,T,13.0
The Movies,PC,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,8.4,8.3,T,11.0
FIFA World Cup Germany 2006,DS,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,7.1,7.2,E,10.0
Supreme Commander: Forged Alliance,PC,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,8.1,8.9,E10+,9.0
Dragon Ball: Advanced Adventure,GBA,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,7.5,8.5,E10+,12.0
Lost Planet 3,PC,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,6.1,6.2,T,3.0
Echo Night Beyond,PS2,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,6.0,8.8,T,12.0
Meteos: Disney Magic,DS,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,7.4,6.6,E,9.0
Beyblade Evolution,3DS,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,4.9,6.3,E,3.0
Castlevania: Lords of Shadow 2,PC,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,5.8,7.7,M,2.0
Greg Hastings' Tournament Paintball Max'd,DS,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,3.9,7.4,E10+,10.0
Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,8.3,7.4,M,13.0
Exist Archive: The Other Side of the Sky,PS4,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,6.9,7.9,T,1.0
Little Red Riding Hood's Zombie BBQ,DS,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,6.8,7.3,T,8.0
Assassin's Creed Chronicles: China,PS4,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,6.9,6.4,T,1.0
Worms: Ultimate Mayhem,PC,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,6.6,7.8,E10+,5.0
Rugby 08,PS2,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,7.4,7.4,E,9.0
Caesar IV,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,7.4,7.6,E10+,10.0
Ferrari Challenge Trofeo Pirelli,PS3,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,7.1,6.2,E,8.0
Cy Girls,PS2,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,5.3,8.8,M,12.0
Ray Gigant,PSV,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,7.2,8.1,T,1.0
APB Reloaded,PC,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,5.6,5.7,M,5.0
Bubble Bobble Double Shot,DS,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,5.0,4.8,E,9.0
Bionicle Heroes,Wii,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,5.2,5.8,E10+,9.0
Harry Potter and the Order of the Phoenix,PC,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,6.3,7.1,E10+,9.0
C.O.R.E.,DS,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,4.4,6.9,M,7.0
Chaos Wars,PS2,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,6.4,6.9,T,10.0
Steambot Chronicles,PS2,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,7.4,8.2,T,11.0
Scaler,GC,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,6.9,7.3,E,12.0
Scarface: The World is Yours,PC,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,7.3,7.5,M,10.0
Legasista,PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,6.8,6.3,T,4.0
Fatal Fury: Battle Archives Volume 1,PS2,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,6.8,8.3,T,10.0
Harry Potter and the Prisoner of Azkaban,PC,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,6.7,7.2,E,12.0
OutRun 2006: Coast 2 Coast,PSP,Racing,Sega,0.03,0.01,0.0,0.0,0.04,8.2,8.1,E,10.0
Without Warning,PS2,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,4.5,6.5,M,11.0
Napoleon Dynamite: The Game,PSP,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,3.7,4.6,E10+,9.0
Saints Row 2,PC,Action,THQ,0.0,0.03,0.0,0.01,0.04,7.2,6.8,M,7.0
Trine 2,PC,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,8.4,8.4,E10+,5.0
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,6.7,8.2,E10+,8.0
Homefront: The Revolution,PC,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,5.4,3.5,M,0.0
RLH: Run Like Hell,XB,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,5.5,8.0,M,13.0
Obscure,XB,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,6.6,8.4,M,12.0
Just Dance 2017,XOne,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,7.5,8.0,E10+,0.0
Stranger of Sword City,PSV,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,7.1,8.0,T,1.0
World of Goo,PC,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,9.0,8.5,E,8.0
Secret Files 2: Puritas Cordis,PC,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,6.4,7.1,T,7.0
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,6.6,6.8,T,10.0
Railroad Tycoon 3,PC,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,8.0,7.7,E,13.0
S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,7.5,7.7,M,8.0
Painkiller: Hell Wars,XB,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,6.8,7.4,M,10.0
FunkMaster Flex's Digital Hitz Factory,PS2,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,7.1,8.9,E,13.0
World in Conflict,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,8.9,8.1,T,9.0
Tomb Raider: Anniversary,PC,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,8.3,8.1,T,9.0
Infamous: First Light,PS4,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,7.3,7.5,T,2.0
Tour de France 2014,PS4,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,5.3,5.1,E,2.0
RedCard 20-03,XB,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,6.7,9.0,E,14.0
Bounty Hounds,PSP,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,6.3,6.0,T,10.0
TOCA Race Driver 3,XB,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,8.4,8.0,E10+,10.0
Silent Scope,GBA,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,7.0,8.0,T,14.0
The Cursed Crusade,PC,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,5.5,6.0,M,5.0
Hotel Giant 2,PC,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,5.8,2.5,E,8.0
DarkStar One,PC,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,7.1,7.2,T,10.0
Hitman: Blood Money,PC,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,8.2,8.8,M,10.0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,7.7,6.9,M,0.0
Section 8,PC,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,7.2,7.0,T,7.0
Alpha Protocol,PC,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,7.2,7.5,M,6.0
Planescape: Torment,PC,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,9.1,9.2,T,18.0
Star Wars Jedi Knight: Jedi Academy,PC,Shooter,Activision,0.0,0.03,0.0,0.0,0.03,8.1,8.6,T,13.0
Red Faction II,GC,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,7.9,7.3,M,13.0
Battle Engine Aquila,PS2,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,7.3,9.0,T,13.0
Special Forces: Nemesis Strike,XB,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,6.0,6.5,M,11.0
Women's Volleyball Championship,PS2,Sports,Spike,0.0,0.0,0.03,0.0,0.03,3.2,4.0,E,9.0
Crimson Tears,PS2,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,6.2,7.8,T,12.0
Battle Assault 3 featuring Gundam Seed,PS2,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,4.8,8.7,T,12.0
WRC: FIA World Rally Championship,PSP,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,6.7,7.8,E,11.0
Rapala Tournament Fishing!,X360,Sports,Activision,0.03,0.0,0.0,0.0,0.03,4.1,8.0,E,10.0
Superstars V8 Racing,PS3,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,6.6,4.9,E,7.0
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,6.1,7.4,T,1.0
Supreme Ruler: Cold War,PC,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,6.3,6.8,RP,5.0
Rise of Nations: Rise of Legends,PC,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,8.4,8.5,T,10.0
The Sum of All Fears,GC,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,3.6,3.4,T,13.0
Yumi's Odd Odyssey,3DS,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,7.4,7.7,E,3.0
EverBlue 2,PS2,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,5.9,7.5,E,14.0
Electroplankton,DS,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,7.1,7.0,E,11.0
FIFA World Cup: Germany 2006,GBA,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,5.7,6.9,E,10.0
Earthworm Jim 2,GBA,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,4.5,5.7,E,14.0
Dungeon Maker: Hunting Ground,PSP,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,7.0,6.4,E10+,10.0
MotoGP,PSP,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,6.9,7.1,E,10.0
Apache: Air Assault,PC,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03,6.4,7.5,T,6.0
Call of Juarez: Bound in Blood,PC,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03,7.8,8.0,M,7.0
Red Faction: Guerrilla,PC,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,8.2,7.5,M,7.0
Deus Ex: Mankind Divided,PC,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,8.3,6.1,M,0.0
Astonishia Story,PSP,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,4.8,4.9,E10+,10.0
Prince of Persia: The Forgotten Sands,PC,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,7.5,6.6,T,6.0
